Message_id	room_id	Origin	Content	Type	Target	Additional
531eca28-4e16-4b1d-bb8b-838362432f26	f1146abc-4468-473e-b997-cc370648bf62	Ox	Did you pick I and 4 as your cards, I did. They would be the only ones you would have to check to verify the rule, right?	Non-probing-deliberation	Solution	complete_solution
550d7763-3e7b-4599-9b4b-693b60dc8227	f1146abc-4468-473e-b997-cc370648bf62	Beaver	Why do you think that @Duck?	Probing	Reasoning	specific_addressee
0bad9eaa-597a-45ee-a1b0-36326c8bf8d1	f1146abc-4468-473e-b997-cc370648bf62	Duck	All cards with vowels on one side have an even number on the other	Non-probing-deliberation	Solution	
97a6ac17-c287-41ea-b727-8449b193c7cf	f1146abc-4468-473e-b997-cc370648bf62	Duck	it's already given			
8f93e47a-ed1f-4dd0-a945-d8d92fabeaee	f1146abc-4468-473e-b997-cc370648bf62	Beaver	So why would you flip the other 3?	Probing	Reasoning	
9735ae10-546e-4a0b-ba07-c5904727ca2e	f1146abc-4468-473e-b997-cc370648bf62	Beaver	what abour 4?	Probing	Solution	
fee9a781-e0c1-409d-ba7f-b6a58e137cd0	f1146abc-4468-473e-b997-cc370648bf62	Duck	but You cannot say about 4 - because there can be a number on the other side	Non-probing-deliberation	Reasoning	
4dc9e835-8c39-4f9e-9d88-59c2621f0188	f1146abc-4468-473e-b997-cc370648bf62	Ox	The two middle cards are a consonant and and odd number so you wouldn't have to turn them over.	Non-probing-deliberation	Reasoning	
4cf06be7-db13-46e6-9621-a8a09a1e06ad	f1146abc-4468-473e-b997-cc370648bf62	Duck	it doesn't work both ways	Non-probing-deliberation	Reasoning	
6964ac25-6929-4465-a29e-b6a473e1f518	f1146abc-4468-473e-b997-cc370648bf62	Beaver	@Ox, I did the same	Non-probing-deliberation	Agree	specific_addressee
684cc4a2-34b6-4fb0-9af8-63dd233ae14c	f1146abc-4468-473e-b997-cc370648bf62	Beaver	If there is a vowel on one side, there is an even number on the other.  But for 4, we don't know if the rule is true	Non-probing-deliberation	Reasoning	
5e450754-ddd5-46be-81fa-5da5a039bcec	f1146abc-4468-473e-b997-cc370648bf62	Beaver	We only know there is an even number, need to find out if there is a vowel and the rule is true	Non-probing-deliberation	Reasoning	
acf72135-3721-41ce-864e-7a328ba915ba	f1146abc-4468-473e-b997-cc370648bf62	Beaver	@Ox, what do you think?	Probing	Moderation	specific_addressee
eb18dd49-7d17-40fb-95d7-9042c972a846	f1146abc-4468-473e-b997-cc370648bf62	Duck	we need to check te rule letter-number, why not the middle 2?	Probing	Reasoning	consider_opposite
32a92897-2408-44f8-a2cd-e5763da4f64f	f1146abc-4468-473e-b997-cc370648bf62	Beaver	The middle two have neither an even number or a vowel showing, so they already violate the rule	Non-probing-deliberation	Reasoning	
9a780c69-dbc7-463c-8ceb-ac0c8722e8dd	f1146abc-4468-473e-b997-cc370648bf62	Duck	there can be any number on the other side of J, or letter...	Non-probing-deliberation	Reasoning	
bc75ebe7-eb78-4821-8b2e-db2f2987daef	f1146abc-4468-473e-b997-cc370648bf62	Duck	ok			
11ae6ca0-9139-4695-8508-5e557297e042	f1146abc-4468-473e-b997-cc370648bf62	Beaver	We are trying to verfiy if a card with a vowel on one side has an even number on the other,  can help us test is	Non-probing-deliberation	Reasoning	
8caad148-e485-4638-ad62-a1643c9f525b	f1146abc-4468-473e-b997-cc370648bf62	Ox	Heck, let's just turn them all over.	Non-probing-deliberation	Solution	complete_solution
6a59f6f7-e39e-47b2-83cb-8d0df524f629	f1146abc-4468-473e-b997-cc370648bf62	Duck	i guess the point is to get the least amount of turns	Non-probing-deliberation	Reasoning	
ef095ea5-7785-471b-95ce-00d64543ecce	f1146abc-4468-473e-b997-cc370648bf62	Duck	1 and last then?	Probing	Solution	solution_summary
18a4065d-d386-4a8e-a19e-dedaaf0fb6c4	f1146abc-4468-473e-b997-cc370648bf62	Beaver	They didn't specify a penalty to do that, so it wouldn't hurt.  I'd go with 1 and 4 I think	Non-probing-deliberation	Reasoning	complete_solution
62089a4b-70cf-4371-817d-36cf6956dcd0	f1146abc-4468-473e-b997-cc370648bf62	Ox	But how do we know if the rule is not violated on the middle cards?	Probing	Reasoning	
4f97b182-e16e-428e-b35e-16d184ae16f7	f1146abc-4468-473e-b997-cc370648bf62	Beaver	It didn't ask us to check that	Non-probing-deliberation	Reasoning	
a910acc7-ab10-46ec-9d2e-cc22d22db2f1	f1146abc-4468-473e-b997-cc370648bf62	Beaver	it asked for the card with vowels" to have an even number, they don't seem to care if they are not a vowel or an even number"	Non-probing-deliberation	Reasoning	
c4b4a93b-eab8-4977-b2c8-365bdd3c61c3	f1146abc-4468-473e-b997-cc370648bf62	Duck	@Beaver actually, there is nothing about the penalty	Non-probing-deliberation	Reasoning	specific_addressee
98ba6e3c-a2c9-4c73-8b93-214cbf54a6e4	f1146abc-4468-473e-b997-cc370648bf62	Duck	@Beaver you are correct	Non-probing-deliberation	Agree	specific_addressee
ba5758e1-ffe4-4f1e-a5c5-4fc9ddca63ce	f1146abc-4468-473e-b997-cc370648bf62	Ox	I'm going with first and last like I started with.	Non-probing-deliberation	Solution	complete_solution
497d4a23-96fa-41a6-a582-cb55408be31d	f1146abc-4468-473e-b997-cc370648bf62	Beaver	We are out of time too!			
721d8f18-9b8a-4558-b89c-17c3736dee2a	f1146abc-4468-473e-b997-cc370648bf62	Beaver	Me too	Non-probing-deliberation	Agree	
941783ac-55b8-4f6d-9600-91c4f6ca3948	f1146abc-4468-473e-b997-cc370648bf62	Beaver	Thanks team			
ce4524ae-2858-426a-8df5-559222998ae8	f1146abc-4468-473e-b997-cc370648bf62	Ox	Thanks all			
						
						
						
						
dc806489-ff74-4234-82a2-315cb0f4c61d	d7439857-0e42-4d12-b54c-4593e6536ea4	Moderating Owl	Hi Chipmunk and Duck, I am the experimenter and i will moderate the chat.			
b8d20f05-783a-4cb1-83cf-067cd0e6251a	d7439857-0e42-4d12-b54c-4593e6536ea4	Moderating Owl	We are just waiting on one more participant to join to chat.			
ea17ec35-4275-45be-9fda-3f174e06969e	d7439857-0e42-4d12-b54c-4593e6536ea4	Moderating Owl	Please say “Hi” once you have finished the task on the left and can access the webchat. 			
55712bb6-52dc-40fd-8c8c-7b2c7df4792f	d7439857-0e42-4d12-b54c-4593e6536ea4	Chipmunk	Hi			
6c002bca-9761-40f1-895f-6305afdf4fc8	d7439857-0e42-4d12-b54c-4593e6536ea4	Duck	Hi			
9d331da5-d23e-4476-9d10-9bf2da6c7448	d7439857-0e42-4d12-b54c-4593e6536ea4	Chipmunk	I have pressed the submit button			
ea687be0-2265-4c78-8ae8-343aee84c677	d7439857-0e42-4d12-b54c-4593e6536ea4	Zebra	Hi			
b679bca0-f1a2-4ed3-98df-05e17db939e5	d7439857-0e42-4d12-b54c-4593e6536ea4	Beaver	Hi			
1feff72d-b595-4999-ad41-3d0b985783da	d7439857-0e42-4d12-b54c-4593e6536ea4	Moderating Owl	Start your discussion now about the task on the left hand side of the panel. Please note that this task is commonly answered incorrectly and may not be as straight-forward as you initially think.			
f5af7185-f6b9-435e-bdc0-d351a2864aa3	d7439857-0e42-4d12-b54c-4593e6536ea4	Moderating Owl	You have 7 minutes to come to a group conclusion.			
b1dd133f-60b2-47ab-81bf-d78716752f53	d7439857-0e42-4d12-b54c-4593e6536ea4	Zebra	What answers did everyone put?	Probing	Moderation	
066c3c91-d36d-4122-b4ab-a49b5ce65bbb	d7439857-0e42-4d12-b54c-4593e6536ea4	Duck	Okay so what answer did everyone put to see if we all put the same answer?	Probing	Moderation	
071b2515-d390-491e-9950-34e691143ce5	d7439857-0e42-4d12-b54c-4593e6536ea4	Zebra	I put 7 and U	Non-probing-deliberation	Solution	complete_solution
8a4fc251-8a2d-429e-b08f-9841e578b0b8	d7439857-0e42-4d12-b54c-4593e6536ea4	Beaver	I put U and 2	Non-probing-deliberation	Solution	complete_solution
c918440b-b46f-44c4-8883-9f724141cd09	d7439857-0e42-4d12-b54c-4593e6536ea4	Chipmunk	I selected U and 2 as they are vowels and even number	Non-probing-deliberation	Reasoning	complete_solution
9fd7bd60-b4df-4865-9106-a7016254ba21	d7439857-0e42-4d12-b54c-4593e6536ea4	Zebra	I think it would be 7 to test if it would be incorrect 	Non-probing-deliberation	Reasoning	partial_solution
0ac0642b-29e9-43fd-a23a-edb6c21fb9d9	d7439857-0e42-4d12-b54c-4593e6536ea4	Chipmunk	Duck - give your answer	Probing	Moderation	specific_addressee
8cd62487-cb18-4ef8-9ee0-4fa9d3842c59	d7439857-0e42-4d12-b54c-4593e6536ea4	Duck	I put U and 2 (forgot to put a number forint so was just deciding which to put)	Non-probing-deliberation	Solution	complete_solution
6544137d-b6f2-4da5-bb03-9c9e06a9f161	d7439857-0e42-4d12-b54c-4593e6536ea4	Chipmunk	So shall we say U and 2??	Probing	Solution	solution_summary
64d1375a-3edb-40d2-ac4f-7b71c3c1445c	d7439857-0e42-4d12-b54c-4593e6536ea4	Duck	but it says it might be as simple as we think and it seems pretty simple to put U and 2 as that is the vowel and the even number	Non-probing-deliberation	Reasoning	
39494b8e-0b87-4d17-8711-25d8c57b7ff7	d7439857-0e42-4d12-b54c-4593e6536ea4	Duck	*might not	Non-probing-deliberation	Reasoning	
1f7af8d3-876c-4ca3-b2a1-416699899448	d7439857-0e42-4d12-b54c-4593e6536ea4	Zebra	yes i agreee	Non-probing-deliberation	Agree	
b827731e-05b4-4f81-9ab2-2d838ee6636b	d7439857-0e42-4d12-b54c-4593e6536ea4	Chipmunk	So is it 7 ?	Probing	Solution	
7586c978-6c9f-4321-9387-b6c16cf84847	d7439857-0e42-4d12-b54c-4593e6536ea4	Zebra	I think if it was U and 2 then you wouldn't be able to see if the theory was incorrect so i reckon its U and 7	Non-probing-deliberation	Reasoning	complete_solution
f3bdaad1-8285-4ddf-a50a-8d8f3fdfc5f7	d7439857-0e42-4d12-b54c-4593e6536ea4	Zebra	i vote U and 7	Non-probing-deliberation	Solution	complete_solution
3c3902b3-000f-4fa0-b28c-41717f4f20d7	d7439857-0e42-4d12-b54c-4593e6536ea4	Duck	yeah so you need one of each to see if its right	Non-probing-deliberation	Reasoning	
756f86ff-e9a4-4eaf-8857-67fbd88e2426	d7439857-0e42-4d12-b54c-4593e6536ea4	Chipmunk	is it 2 cards or one that should be flipped	Probing	Solution	
ecd7555f-59ee-4090-9ffd-c5d608641913	d7439857-0e42-4d12-b54c-4593e6536ea4	Zebra	2	Non-probing-deliberation	Solution	
fac9b9a3-af34-4564-bd2c-ad7518d14418	d7439857-0e42-4d12-b54c-4593e6536ea4	Chipmunk	Ok U & 7	Non-probing-deliberation	Solution	complete_solution
e9eb3161-336a-41e5-b9c2-62961ac3d2c4	d7439857-0e42-4d12-b54c-4593e6536ea4	Duck	yeah I got confused at that first I thought it was just one aha			
aff809be-1b62-46b5-a24c-c6dac86cd468	d7439857-0e42-4d12-b54c-4593e6536ea4	Beaver	so we are agreeing to the fact that we need a letter and a number card?	Probing	Solution	
194f7948-5313-4170-bda5-d45acd331266	d7439857-0e42-4d12-b54c-4593e6536ea4	Chipmunk	yes	Non-probing-deliberation	Agree	
3d55e8a5-886e-42ec-a2a4-8cd97a3b2372	d7439857-0e42-4d12-b54c-4593e6536ea4	Duck	yeah think so bc we need to test the vowel one and the even number one so have too do both to see if its right	Non-probing-deliberation	Reasoning	
ed76ed03-3cde-4fce-9bc4-31ecded69421	d7439857-0e42-4d12-b54c-4593e6536ea4	Beaver	if we picked both letter cards we could find the rule out though	Non-probing-deliberation	Reasoning	
0bd7da9d-c357-41f3-8b54-cc48b5ff151f	d7439857-0e42-4d12-b54c-4593e6536ea4	Beaver	one vowel, one consonant	Non-probing-deliberation	Solution	
61703838-18c4-4016-80fb-a47d2bfa0a8d	d7439857-0e42-4d12-b54c-4593e6536ea4	Beaver	im starting to think you need all the cards to test the rule	Non-probing-deliberation	Solution	complete_solution
248d91d5-6702-4c2d-93f4-5deb0173d7f5	d7439857-0e42-4d12-b54c-4593e6536ea4	Beaver	not just 2	Non-probing-deliberation	Solution	
742081cb-b829-4588-8a15-31737c84b5ec	d7439857-0e42-4d12-b54c-4593e6536ea4	Zebra	I don't think it matters 	Non-probing-deliberation	Reasoning	
2497dfeb-8efb-42ea-9f96-4e3388fc5e34	d7439857-0e42-4d12-b54c-4593e6536ea4	Zebra	I reckon it works with just the U and 7 	Non-probing-deliberation	Solution	complete_solution
c591e706-840e-4419-88f6-3a5671876bd9	d7439857-0e42-4d12-b54c-4593e6536ea4	Zebra	if we turn the U over and there is an even number we test its true	Non-probing-deliberation	Reasoning	partial_solution
8fa95e0f-cfe2-4ef6-b805-ad75773c0717	d7439857-0e42-4d12-b54c-4593e6536ea4	Beaver	because the logic we've applied to selecting 2 of the cards works just as well for any other combination of cards	Non-probing-deliberation	Reasoning	
ef4b125e-9d06-4213-a2bd-5d00a144b26b	d7439857-0e42-4d12-b54c-4593e6536ea4	Duck	there is no where that says we can't click them all I guess	Non-probing-deliberation	Reasoning	
f7f285c8-55ca-4924-a665-55b1f4bcae60	d7439857-0e42-4d12-b54c-4593e6536ea4	Zebra	if we turn the 7 over and their isnt a vowel we test its true 	Non-probing-deliberation	Reasoning	partial_solution
8914ebce-e77c-48f7-932e-38cda1c7d44e	d7439857-0e42-4d12-b54c-4593e6536ea4	Moderating Owl	You have one minute remaning please come to a group conclusion.			
477d4696-d927-4f2b-a25a-0b6f3ded25e0	d7439857-0e42-4d12-b54c-4593e6536ea4	Duck	okay guys vote which one you want to do	Probing	Moderation	
1fb875c0-0f88-4374-a06a-045736168890	d7439857-0e42-4d12-b54c-4593e6536ea4	Duck	I think 7 and U	Non-probing-deliberation	Solution	complete_solution
70627355-2194-4029-ac76-35f7e1d8fdb7	d7439857-0e42-4d12-b54c-4593e6536ea4	Beaver	im gonna vote all	Non-probing-deliberation	Solution	complete_solution
6b575ee3-7b58-4edd-920f-e7370f3cceeb	d7439857-0e42-4d12-b54c-4593e6536ea4	Beaver	rogue but oh well hahah			
8910f888-fcbc-4258-b225-98bc08f0b993	d7439857-0e42-4d12-b54c-4593e6536ea4	Chipmunk	All	Non-probing-deliberation	Solution	complete_solution
5e731d92-06ad-4d70-927b-95d4ce016903	d7439857-0e42-4d12-b54c-4593e6536ea4	Zebra	i think U and 7 too	Non-probing-deliberation	Solution	complete_solution
f2851f76-1a03-422b-a765-fa6e7c432255	d7439857-0e42-4d12-b54c-4593e6536ea4	Chipmunk	Shall we go for all ?	Probing	Solution	solution_summary
382c54e5-185d-4a9b-aa00-a46b2d98d4d4	d7439857-0e42-4d12-b54c-4593e6536ea4	Zebra	no i dont think we need to turn over all the cards	Non-probing-deliberation	Disagree	
91faf7c9-5093-4730-b8cf-b9e62bd9a3b0	d7439857-0e42-4d12-b54c-4593e6536ea4	Duck	shall we just put them all bc then that way we are still putting 7 and U but are putting the other ideas in too?	Non-probing-deliberation	Reasoning	complete_solution
a2574755-55e7-495a-9a2e-f35d26613d71	d7439857-0e42-4d12-b54c-4593e6536ea4	Zebra	i think it works with just turning over two cards	Non-probing-deliberation	Solution	
d0abb5d0-503c-4dd5-9202-6cab1c73fcf9	d7439857-0e42-4d12-b54c-4593e6536ea4	Beaver	but which 2 cards	Probing	Solution	
be03f9c8-a07c-476e-bd8b-8ec7d71a88b7	d7439857-0e42-4d12-b54c-4593e6536ea4	Duck	7 and U I think 	Non-probing-deliberation	Solution	complete_solution
0a661923-ba6a-441d-811b-31bc4264c0a5	d7439857-0e42-4d12-b54c-4593e6536ea4	Chipmunk	U & 7	Non-probing-deliberation	Solution	complete_solution
68e6cca3-217a-4372-9b41-c9719ab8b618	d7439857-0e42-4d12-b54c-4593e6536ea4	Moderating Owl	Please state your final answers, if you have not come to a group decision state your own.			
df5b5cb4-85ef-451d-adae-81f49f5ce0e4	d7439857-0e42-4d12-b54c-4593e6536ea4	Beaver	coz you can turn over B and 7 and the rule can be proved right or wrong	Non-probing-deliberation	Reasoning	
5a5bd404-19f0-4c5c-bd28-d43802493197	d7439857-0e42-4d12-b54c-4593e6536ea4	Beaver	All			
fd049d97-c3c9-4d3b-84df-1736476e7d20	d7439857-0e42-4d12-b54c-4593e6536ea4	Zebra	but you dont prove its right with B and 7			
a9d62fdf-dba9-4efc-b2ce-4819437fd325	d7439857-0e42-4d12-b54c-4593e6536ea4	Beaver	is my answer			
0a1dc1d0-f4f7-4662-a798-57925a730e75	d7439857-0e42-4d12-b54c-4593e6536ea4	Chipmunk	U & 7			
56e35362-9581-467f-95f4-d6bc4c935123	d7439857-0e42-4d12-b54c-4593e6536ea4	Zebra	U and 7 is my answer			
477b9d7d-9303-430e-acc1-4cb33bc65039	d7439857-0e42-4d12-b54c-4593e6536ea4	Duck	U and 7 is my answer			
aa494bbd-478d-4094-8e6f-d23af1757686	d7439857-0e42-4d12-b54c-4593e6536ea4	Moderating Owl	Ok thank you.			
						
						
						
						
c0981fe8-3e68-4358-bd73-d09a9f5e2dc3	7d2a8c69-ec08-4c57-b229-cea8827eae7d	Moderating Owl	 Please say “Hi” once you have finished the task on the left and can access the webchat. 			
60645426-daa6-4c1a-8324-a9052c2438f4	7d2a8c69-ec08-4c57-b229-cea8827eae7d	Zebra	Hi 			
83a6dd68-3bd6-4be3-a7b0-2db865902078	7d2a8c69-ec08-4c57-b229-cea8827eae7d	Duck	Hi Zebra			
eb2a7650-c980-4cb9-9ad3-bc77385c92cd	7d2a8c69-ec08-4c57-b229-cea8827eae7d	Zebra	What did you press 	Probing	Moderation	
8244265f-f30c-4083-9122-5fcbd91995ca	7d2a8c69-ec08-4c57-b229-cea8827eae7d	Cat	Hi			
cd2251f9-9b12-474a-84e6-e585fa5f3b3f	7d2a8c69-ec08-4c57-b229-cea8827eae7d	Duck	Cat looks foxy			
3be4223f-e43b-47f6-983f-f080e4f0bfa0	7d2a8c69-ec08-4c57-b229-cea8827eae7d	Cat	I pressed 2	Non-probing-deliberation	Solution	complete_solution
7adcca31-7612-4bde-bbfc-0381a7aa3e58	7d2a8c69-ec08-4c57-b229-cea8827eae7d	Duck	I clicked all of the cards	Non-probing-deliberation	Solution	complete_solution
ccc088bf-cf72-44a3-8048-8bc55df3b95b	7d2a8c69-ec08-4c57-b229-cea8827eae7d	Zebra	I did 2 and A	Non-probing-deliberation	Solution	complete_solution
9c4598b5-45e5-4e11-bfdf-980130162e9f	7d2a8c69-ec08-4c57-b229-cea8827eae7d	Moderating Owl	Please note that this task is commonly answered incorrectly and may not be as straight-forward as you initially think.			
01bca59a-963d-4a41-a2f5-ed3339d97553	7d2a8c69-ec08-4c57-b229-cea8827eae7d	Duck	Why 2 & a	Probing	Reasoning	
501f2a73-2d10-48f3-82d3-b0737835e1be	7d2a8c69-ec08-4c57-b229-cea8827eae7d	Cat	Why did you press A	Probing	Reasoning	
40747df7-67ce-4a1f-89cd-feb71fc16ea0	7d2a8c69-ec08-4c57-b229-cea8827eae7d	Zebra	Because it’s a vowel so if it had an even number it would apply to the rule 	Non-probing-deliberation	Reasoning	
48bac91e-88ad-43a3-b111-ba7e4536042a	7d2a8c69-ec08-4c57-b229-cea8827eae7d	Zebra	If it had 			
ddf09eaa-c59c-40cf-ac20-4678ac6fdbfd	7d2a8c69-ec08-4c57-b229-cea8827eae7d	Cat	Duck , why did you press them all?	Probing	Reasoning	specific_addressee
73c902d5-261c-4180-a29f-3ccb53c0f12e	7d2a8c69-ec08-4c57-b229-cea8827eae7d	Zebra	The 5 and the C don’t meet either criteria? 	Non-probing-deliberation	Reasoning	
06f4057a-e640-4899-a5a7-988c6bd7787a	7d2a8c69-ec08-4c57-b229-cea8827eae7d	Cat	I think 2 and 5 thinking about it	Non-probing-deliberation	Solution	complete_solution
